country,indicator,year,value,unit,source
ARE,Fiscal balance,2028,4.708,% GDP,IMF (WEO)
ARE,Fiscal balance,2029,4.694,% GDP,IMF (WEO)
ARE,Fiscal balance,2030,4.576,% GDP,IMF (WEO)
ARE,Fiscal balance,2031,4.489,% GDP,IMF (WEO)
ARE,Fiscal balance,2027,5.526,% GDP,IMF (WEO)
ARE,Fiscal balance,2028,5.361,% GDP,IMF (WEO)
ARE,Fiscal balance,2029,5.302,% GDP,IMF (WEO)
ARE,Fiscal balance,2030,5.16,% GDP,IMF (WEO)
ARE,Fiscal balance,2031,5.062,% GDP,IMF (WEO)
ARE,Gen gov debt,2027,30.121,% GDP,IMF (WEO)
ARE,Gen gov debt,2028,28.768,% GDP,IMF (WEO)
ARE,Gen gov debt,2029,27.237,% GDP,IMF (WEO)
ARE,Gen gov debt,2030,26.699,% GDP,IMF (WEO)
ARE,Gen gov debt,2031,26.007,% GDP,IMF (WEO)
UZB,GDP growth,2027,5.864,%,IMF (WEO)
UZB,GDP growth,2028,5.772,%,IMF (WEO)
UZB,GDP growth,2029,5.758,%,IMF (WEO)
UZB,GDP growth,2030,5.69,%,IMF (WEO)
UZB,GDP growth,2031,5.701,%,IMF (WEO)
UZB,Inflation,2027,5.57,%,IMF (WEO)
UZB,Inflation,2028,4.99,%,IMF (WEO)
UZB,Inflation,2029,5.027,%,IMF (WEO)
UZB,Inflation,2030,5.022,%,IMF (WEO)
UZB,Inflation,2031,5.0,%,IMF (WEO)
UZB,Fiscal balance,2027,-2.063,% GDP,IMF (WEO)
UZB,Fiscal balance,2028,-2.076,% GDP,IMF (WEO)
UZB,Fiscal balance,2029,-2.077,% GDP,IMF (WEO)
UZB,Fiscal balance,2030,-2.075,% GDP,IMF (WEO)
UZB,Fiscal balance,2031,-2.071,% GDP,IMF (WEO)
UZB,Fiscal balance,2027,-1.071,% GDP,IMF (WEO)
UZB,Fiscal balance,2028,-1.123,% GDP,IMF (WEO)
UZB,Fiscal balance,2029,-1.201,% GDP,IMF (WEO)
UZB,Fiscal balance,2030,-1.194,% GDP,IMF (WEO)
UZB,Fiscal balance,2031,-1.099,% GDP,IMF (WEO)
UZB,Gen gov debt,2027,26.982,% GDP,IMF (WEO)
UZB,Gen gov debt,2028,26.977,% GDP,IMF (WEO)
UZB,Gen gov debt,2029,26.78,% GDP,IMF (WEO)
UZB,Gen gov debt,2030,26.801,% GDP,IMF (WEO)
UZB,Gen gov debt,2031,26.768,% GDP,IMF (WEO)
YEM,GDP growth,2027,1.452,%,IMF (WEO)
YEM,GDP growth,2028,2.508,%,IMF (WEO)
YEM,GDP growth,2029,2.53,%,IMF (WEO)
YEM,GDP growth,2030,2.549,%,IMF (WEO)
YEM,GDP growth,2031,2.549,%,IMF (WEO)
YEM,Inflation,2027,18.749,%,IMF (WEO)
YEM,Inflation,2028,16.765,%,IMF (WEO)
YEM,Inflation,2029,14.029,%,IMF (WEO)
YEM,Inflation,2030,12.683,%,IMF (WEO)
YEM,Inflation,2031,10.099,%,IMF (WEO)
YEM,Fiscal balance,2027,-0.938,% GDP,IMF (WEO)
YEM,Fiscal balance,2028,0.187,% GDP,IMF (WEO)
YEM,Fiscal balance,2029,0.076,% GDP,IMF (WEO)
YEM,Fiscal balance,2030,0.057,% GDP,IMF (WEO)
YEM,Fiscal balance,2031,0.267,% GDP,IMF (WEO)
YEM,Fiscal balance,2027,1.784,% GDP,IMF (WEO)
YEM,Fiscal balance,2028,2.637,% GDP,IMF (WEO)
YEM,Fiscal balance,2029,2.308,% GDP,IMF (WEO)
YEM,Fiscal balance,2030,2.097,% GDP,IMF (WEO)
YEM,Fiscal balance,2031,2.161,% GDP,IMF (WEO)
AGO,GDP growth,2027,2.637,%,IMF (WEO)
AGO,GDP growth,2028,2.817,%,IMF (WEO)
AGO,GDP growth,2029,2.97,%,IMF (WEO)
AGO,GDP growth,2030,3.029,%,IMF (WEO)
AGO,GDP growth,2031,3.091,%,IMF (WEO)
AGO,Inflation,2027,12.79,%,IMF (WEO)
AGO,Inflation,2028,10.294,%,IMF (WEO)
AGO,Inflation,2029,10.034,%,IMF (WEO)
AGO,Inflation,2030,9.926,%,IMF (WEO)
AGO,Inflation,2031,9.766,%,IMF (WEO)
AGO,Fiscal balance,2027,-3.609,% GDP,IMF (WEO)
AGO,Fiscal balance,2028,-3.936,% GDP,IMF (WEO)
AGO,Fiscal balance,2029,-3.972,% GDP,IMF (WEO)
AGO,Fiscal balance,2030,-3.831,% GDP,IMF (WEO)
AGO,Fiscal balance,2031,-3.88,% GDP,IMF (WEO)
AGO,Fiscal balance,2027,0.174,% GDP,IMF (WEO)
AGO,Fiscal balance,2028,0.034,% GDP,IMF (WEO)
AGO,Fiscal balance,2029,0.138,% GDP,IMF (WEO)
AGO,Fiscal balance,2030,0.32,% GDP,IMF (WEO)
AGO,Fiscal balance,2031,0.315,% GDP,IMF (WEO)
AGO,Gen gov debt,2027,53.517,% GDP,IMF (WEO)
AGO,Gen gov debt,2028,55.216,% GDP,IMF (WEO)
AGO,Gen gov debt,2029,56.563,% GDP,IMF (WEO)
AGO,Gen gov debt,2030,57.113,% GDP,IMF (WEO)
AGO,Gen gov debt,2031,57.718,% GDP,IMF (WEO)
BEN,GDP growth,2027,6.698,%,IMF (WEO)
BEN,GDP growth,2028,6.587,%,IMF (WEO)
BEN,GDP growth,2029,6.482,%,IMF (WEO)
BEN,GDP growth,2030,6.042,%,IMF (WEO)
BEN,GDP growth,2031,6.026,%,IMF (WEO)
BEN,Inflation,2027,2.0,%,IMF (WEO)
BEN,Inflation,2028,2.0,%,IMF (WEO)
BEN,Inflation,2029,2.0,%,IMF (WEO)
BEN,Inflation,2030,2.0,%,IMF (WEO)
BEN,Inflation,2031,2.0,%,IMF (WEO)
BEN,Fiscal balance,2027,-2.9,% GDP,IMF (WEO)
BEN,Fiscal balance,2028,-2.9,% GDP,IMF (WEO)
BEN,Fiscal balance,2029,-2.9,% GDP,IMF (WEO)
BEN,Fiscal balance,2030,-2.9,% GDP,IMF (WEO)
BEN,Fiscal balance,2031,-2.9,% GDP,IMF (WEO)
BEN,Fiscal balance,2027,-1.245,% GDP,IMF (WEO)
BEN,Fiscal balance,2028,-1.387,% GDP,IMF (WEO)
BEN,Fiscal balance,2029,-1.369,% GDP,IMF (WEO)
BEN,Fiscal balance,2030,-1.352,% GDP,IMF (WEO)
BEN,Fiscal balance,2031,-1.343,% GDP,IMF (WEO)
BEN,Gen gov debt,2027,55.62,% GDP,IMF (WEO)
BEN,Gen gov debt,2028,53.175,% GDP,IMF (WEO)
BEN,Gen gov debt,2029,51.965,% GDP,IMF (WEO)
BEN,Gen gov debt,2030,51.104,% GDP,IMF (WEO)
BEN,Gen gov debt,2031,50.304,% GDP,IMF (WEO)
BWA,GDP growth,2027,2.227,%,IMF (WEO)
BWA,GDP growth,2028,2.96,%,IMF (WEO)
BWA,GDP growth,2029,3.932,%,IMF (WEO)
BWA,GDP growth,2030,3.949,%,IMF (WEO)
BWA,GDP growth,2031,3.96,%,IMF (WEO)
BWA,Inflation,2027,5.7,%,IMF (WEO)
BWA,Inflation,2028,4.8,%,IMF (WEO)
BWA,Inflation,2029,4.5,%,IMF (WEO)
BWA,Inflation,2030,4.5,%,IMF (WEO)
BWA,Inflation,2031,4.5,%,IMF (WEO)
BWA,Fiscal balance,2027,-7.793,% GDP,IMF (WEO)
BWA,Fiscal balance,2028,-7.592,% GDP,IMF (WEO)
BWA,Fiscal balance,2029,-7.494,% GDP,IMF (WEO)
BWA,Fiscal balance,2030,-7.083,% GDP,IMF (WEO)
BWA,Fiscal balance,2031,-7.458,% GDP,IMF (WEO)
BWA,Fiscal balance,2027,-4.482,% GDP,IMF (WEO)
BWA,Fiscal balance,2028,-3.785,% GDP,IMF (WEO)
BWA,Fiscal balance,2029,-3.325,% GDP,IMF (WEO)
BWA,Fiscal balance,2030,-2.563,% GDP,IMF (WEO)
BWA,Fiscal balance,2031,-2.62,% GDP,IMF (WEO)
BWA,Gen gov debt,2027,51.923,% GDP,IMF (WEO)
BWA,Gen gov debt,2028,55.467,% GDP,IMF (WEO)
BWA,Gen gov debt,2029,58.634,% GDP,IMF (WEO)
BWA,Gen gov debt,2030,61.228,% GDP,IMF (WEO)
BWA,Gen gov debt,2031,64.367,% GDP,IMF (WEO)
BFA,GDP growth,2027,4.8,%,IMF (WEO)
BFA,GDP growth,2028,4.782,%,IMF (WEO)
BFA,GDP growth,2029,4.806,%,IMF (WEO)
BFA,GDP growth,2030,4.83,%,IMF (WEO)
BFA,GDP growth,2031,4.854,%,IMF (WEO)
BFA,Inflation,2027,2.061,%,IMF (WEO)
BFA,Inflation,2028,2.031,%,IMF (WEO)
BFA,Inflation,2029,2.0,%,IMF (WEO)
BFA,Inflation,2030,2.0,%,IMF (WEO)
BFA,Inflation,2031,2.0,%,IMF (WEO)
BFA,Fiscal balance,2027,-3.044,% GDP,IMF (WEO)
BFA,Fiscal balance,2028,-3.0,% GDP,IMF (WEO)
BFA,Fiscal balance,2029,-3.0,% GDP,IMF (WEO)
BFA,Fiscal balance,2030,-3.0,% GDP,IMF (WEO)
BFA,Fiscal balance,2031,-3.0,% GDP,IMF (WEO)
BFA,Fiscal balance,2027,-0.824,% GDP,IMF (WEO)
BFA,Fiscal balance,2028,-0.79,% GDP,IMF (WEO)
BFA,Fiscal balance,2029,-1.036,% GDP,IMF (WEO)
BFA,Fiscal balance,2030,-1.099,% GDP,IMF (WEO)
BFA,Fiscal balance,2031,-1.115,% GDP,IMF (WEO)
BFA,Gen gov debt,2027,47.127,% GDP,IMF (WEO)
BFA,Gen gov debt,2028,46.85,% GDP,IMF (WEO)
BFA,Gen gov debt,2029,46.605,% GDP,IMF (WEO)
BFA,Gen gov debt,2030,46.45,% GDP,IMF (WEO)
BFA,Gen gov debt,2031,46.385,% GDP,IMF (WEO)
BDI,GDP growth,2027,4.168,%,IMF (WEO)
BDI,GDP growth,2028,4.028,%,IMF (WEO)
BDI,GDP growth,2029,4.063,%,IMF (WEO)
BDI,GDP growth,2030,4.11,%,IMF (WEO)
BDI,GDP growth,2031,4.175,%,IMF (WEO)
BDI,Inflation,2027,15.335,%,IMF (WEO)
BDI,Inflation,2028,13.498,%,IMF (WEO)
BDI,Inflation,2029,12.794,%,IMF (WEO)
BDI,Inflation,2030,10.655,%,IMF (WEO)
BDI,Inflation,2031,9.831,%,IMF (WEO)
BDI,Fiscal balance,2027,-2.943,% GDP,IMF (WEO)
BDI,Fiscal balance,2028,-3.46,% GDP,IMF (WEO)
BDI,Fiscal balance,2029,-3.24,% GDP,IMF (WEO)
BDI,Fiscal balance,2030,-3.906,% GDP,IMF (WEO)
BDI,Fiscal balance,2031,-3.16,% GDP,IMF (WEO)
BDI,Fiscal balance,2027,-1.857,% GDP,IMF (WEO)
BDI,Fiscal balance,2028,-2.188,% GDP,IMF (WEO)
BDI,Fiscal balance,2029,-1.986,% GDP,IMF (WEO)
BDI,Fiscal balance,2030,-2.503,% GDP,IMF (WEO)
BDI,Fiscal balance,2031,-1.619,% GDP,IMF (WEO)
BDI,Gen gov debt,2027,37.093,% GDP,IMF (WEO)
BDI,Gen gov debt,2028,35.248,% GDP,IMF (WEO)
BDI,Gen gov debt,2029,33.537,% GDP,IMF (WEO)
BDI,Gen gov debt,2030,32.764,% GDP,IMF (WEO)
BDI,Gen gov debt,2031,31.332,% GDP,IMF (WEO)
CPV,GDP growth,2027,5.037,%,IMF (WEO)
CPV,GDP growth,2028,5.003,%,IMF (WEO)
CPV,GDP growth,2029,5.061,%,IMF (WEO)
CPV,GDP growth,2030,5.067,%,IMF (WEO)
CPV,GDP growth,2031,5.064,%,IMF (WEO)
CPV,Inflation,2027,2.1,%,IMF (WEO)
CPV,Inflation,2028,2.0,%,IMF (WEO)
CPV,Inflation,2029,2.0,%,IMF (WEO)
CPV,Inflation,2030,2.0,%,IMF (WEO)
CPV,Inflation,2031,2.0,%,IMF (WEO)
CPV,Fiscal balance,2027,-0.044,% GDP,IMF (WEO)
CPV,Fiscal balance,2028,0.05,% GDP,IMF (WEO)
CPV,Fiscal balance,2029,0.111,% GDP,IMF (WEO)
CPV,Fiscal balance,2030,0.162,% GDP,IMF (WEO)
CPV,Fiscal balance,2031,0.194,% GDP,IMF (WEO)
CPV,Fiscal balance,2027,1.359,% GDP,IMF (WEO)
CPV,Fiscal balance,2028,1.273,% GDP,IMF (WEO)
CPV,Fiscal balance,2029,1.324,% GDP,IMF (WEO)
CPV,Fiscal balance,2030,1.317,% GDP,IMF (WEO)
CPV,Fiscal balance,2031,1.332,% GDP,IMF (WEO)
CPV,Gen gov debt,2027,90.737,% GDP,IMF (WEO)
CPV,Gen gov debt,2028,85.818,% GDP,IMF (WEO)
CPV,Gen gov debt,2029,81.078,% GDP,IMF (WEO)
CPV,Gen gov debt,2030,76.109,% GDP,IMF (WEO)
CPV,Gen gov debt,2031,71.406,% GDP,IMF (WEO)
CMR,GDP growth,2027,3.768,%,IMF (WEO)
CMR,GDP growth,2028,4.223,%,IMF (WEO)
CMR,GDP growth,2029,4.301,%,IMF (WEO)
CMR,GDP growth,2030,4.424,%,IMF (WEO)
CMR,GDP growth,2031,4.578,%,IMF (WEO)
CMR,Inflation,2027,3.188,%,IMF (WEO)
CMR,Inflation,2028,2.977,%,IMF (WEO)
CMR,Inflation,2029,2.908,%,IMF (WEO)
CMR,Inflation,2030,2.86,%,IMF (WEO)
CMR,Inflation,2031,2.827,%,IMF (WEO)
CMR,Fiscal balance,2027,-1.357,% GDP,IMF (WEO)
CMR,Fiscal balance,2028,-1.284,% GDP,IMF (WEO)
CMR,Fiscal balance,2029,-1.236,% GDP,IMF (WEO)
CMR,Fiscal balance,2030,-1.227,% GDP,IMF (WEO)
CMR,Fiscal balance,2031,-1.202,% GDP,IMF (WEO)
CMR,Fiscal balance,2027,-0.047,% GDP,IMF (WEO)
CMR,Fiscal balance,2028,0.032,% GDP,IMF (WEO)
CMR,Fiscal balance,2029,0.053,% GDP,IMF (WEO)
CMR,Fiscal balance,2030,0.041,% GDP,IMF (WEO)
CMR,Fiscal balance,2031,-0.247,% GDP,IMF (WEO)
CMR,Gen gov debt,2027,38.608,% GDP,IMF (WEO)
CMR,Gen gov debt,2028,36.995,% GDP,IMF (WEO)
CMR,Gen gov debt,2029,35.384,% GDP,IMF (WEO)
CMR,Gen gov debt,2030,33.366,% GDP,IMF (WEO)
CMR,Gen gov debt,2031,31.861,% GDP,IMF (WEO)
CAF,GDP growth,2027,2.987,%,IMF (WEO)
CAF,GDP growth,2028,3.227,%,IMF (WEO)
CAF,GDP growth,2029,3.531,%,IMF (WEO)
CAF,GDP growth,2030,3.488,%,IMF (WEO)
CAF,GDP growth,2031,3.497,%,IMF (WEO)
CAF,Inflation,2027,2.546,%,IMF (WEO)
CAF,Inflation,2028,2.643,%,IMF (WEO)
CAF,Inflation,2029,3.015,%,IMF (WEO)
CAF,Inflation,2030,3.0,%,IMF (WEO)
CAF,Inflation,2031,3.0,%,IMF (WEO)
CAF,Fiscal balance,2027,-6.217,% GDP,IMF (WEO)
CAF,Fiscal balance,2028,-7.08,% GDP,IMF (WEO)
CAF,Fiscal balance,2029,-7.825,% GDP,IMF (WEO)
CAF,Fiscal balance,2030,-8.719,% GDP,IMF (WEO)
CAF,Fiscal balance,2031,-9.553,% GDP,IMF (WEO)
CAF,Fiscal balance,2027,-3.648,% GDP,IMF (WEO)
CAF,Fiscal balance,2028,-3.56,% GDP,IMF (WEO)
CAF,Fiscal balance,2029,-3.323,% GDP,IMF (WEO)
CAF,Fiscal balance,2030,-3.311,% GDP,IMF (WEO)
CAF,Fiscal balance,2031,-3.27,% GDP,IMF (WEO)
CAF,Gen gov debt,2027,66.544,% GDP,IMF (WEO)
CAF,Gen gov debt,2028,69.655,% GDP,IMF (WEO)
CAF,Gen gov debt,2029,72.96,% GDP,IMF (WEO)
CAF,Gen gov debt,2030,76.98,% GDP,IMF (WEO)
CAF,Gen gov debt,2031,81.569,% GDP,IMF (WEO)
TCD,GDP growth,2027,4.934,%,IMF (WEO)
TCD,GDP growth,2028,4.83,%,IMF (WEO)
TCD,GDP growth,2029,5.052,%,IMF (WEO)
TCD,GDP growth,2030,5.167,%,IMF (WEO)
TCD,GDP growth,2031,5.28,%,IMF (WEO)
TCD,Inflation,2027,3.941,%,IMF (WEO)
TCD,Inflation,2028,2.742,%,IMF (WEO)
TCD,Inflation,2029,3.008,%,IMF (WEO)
TCD,Inflation,2030,2.976,%,IMF (WEO)
TCD,Inflation,2031,2.98,%,IMF (WEO)
TCD,Fiscal balance,2027,-1.301,% GDP,IMF (WEO)
TCD,Fiscal balance,2028,-0.256,% GDP,IMF (WEO)
TCD,Fiscal balance,2029,-0.705,% GDP,IMF (WEO)
TCD,Fiscal balance,2030,-0.929,% GDP,IMF (WEO)
TCD,Fiscal balance,2031,-1.168,% GDP,IMF (WEO)
TCD,Fiscal balance,2027,-0.315,% GDP,IMF (WEO)
TCD,Fiscal balance,2028,0.622,% GDP,IMF (WEO)
TCD,Fiscal balance,2029,0.122,% GDP,IMF (WEO)
TCD,Fiscal balance,2030,-0.118,% GDP,IMF (WEO)
TCD,Fiscal balance,2031,-0.335,% GDP,IMF (WEO)
TCD,Gen gov debt,2027,29.946,% GDP,IMF (WEO)
TCD,Gen gov debt,2028,28.643,% GDP,IMF (WEO)
TCD,Gen gov debt,2029,27.495,% GDP,IMF (WEO)
TCD,Gen gov debt,2030,26.466,% GDP,IMF (WEO)
TCD,Gen gov debt,2031,25.678,% GDP,IMF (WEO)
COM,GDP growth,2027,4.117,%,IMF (WEO)
COM,GDP growth,2028,3.846,%,IMF (WEO)
COM,GDP growth,2029,3.621,%,IMF (WEO)
COM,GDP growth,2030,3.636,%,IMF (WEO)
COM,GDP growth,2031,3.641,%,IMF (WEO)
COM,Inflation,2027,2.504,%,IMF (WEO)
COM,Inflation,2028,2.504,%,IMF (WEO)
COM,Inflation,2029,2.504,%,IMF (WEO)
COM,Inflation,2030,2.504,%,IMF (WEO)
COM,Inflation,2031,2.504,%,IMF (WEO)
COM,Fiscal balance,2027,-1.681,% GDP,IMF (WEO)
COM,Fiscal balance,2028,-1.918,% GDP,IMF (WEO)
COM,Fiscal balance,2029,-1.134,% GDP,IMF (WEO)
COM,Fiscal balance,2030,-1.167,% GDP,IMF (WEO)
COM,Fiscal balance,2031,-1.391,% GDP,IMF (WEO)
COM,Fiscal balance,2027,-1.247,% GDP,IMF (WEO)
COM,Fiscal balance,2028,-1.417,% GDP,IMF (WEO)
COM,Fiscal balance,2029,-0.661,% GDP,IMF (WEO)
COM,Fiscal balance,2030,-0.636,% GDP,IMF (WEO)
COM,Fiscal balance,2031,-0.842,% GDP,IMF (WEO)
COM,Gen gov debt,2027,33.795,% GDP,IMF (WEO)
COM,Gen gov debt,2028,32.112,% GDP,IMF (WEO)
COM,Gen gov debt,2029,30.017,% GDP,IMF (WEO)
COM,Gen gov debt,2030,28.507,% GDP,IMF (WEO)
COM,Gen gov debt,2031,26.809,% GDP,IMF (WEO)
COD,GDP growth,2027,5.365,%,IMF (WEO)
COD,GDP growth,2028,5.397,%,IMF (WEO)
COD,GDP growth,2029,5.444,%,IMF (WEO)
COD,GDP growth,2030,5.415,%,IMF (WEO)
COD,GDP growth,2031,5.401,%,IMF (WEO)
COD,Inflation,2027,6.382,%,IMF (WEO)
COD,Inflation,2028,7.001,%,IMF (WEO)
COD,Inflation,2029,6.952,%,IMF (WEO)
COD,Inflation,2030,6.952,%,IMF (WEO)
COD,Inflation,2031,6.952,%,IMF (WEO)
COD,Fiscal balance,2027,-2.388,% GDP,IMF (WEO)
COD,Fiscal balance,2028,-1.497,% GDP,IMF (WEO)
COD,Fiscal balance,2029,-1.457,% GDP,IMF (WEO)
COD,Fiscal balance,2030,-1.273,% GDP,IMF (WEO)
COD,Fiscal balance,2031,-1.151,% GDP,IMF (WEO)
COD,Fiscal balance,2027,-1.8,% GDP,IMF (WEO)
COD,Fiscal balance,2028,-0.864,% GDP,IMF (WEO)
COD,Fiscal balance,2029,-0.826,% GDP,IMF (WEO)
COD,Fiscal balance,2030,-0.592,% GDP,IMF (WEO)
COD,Fiscal balance,2031,-0.418,% GDP,IMF (WEO)
COD,Gen gov debt,2027,27.824,% GDP,IMF (WEO)
COD,Gen gov debt,2028,29.499,% GDP,IMF (WEO)
COD,Gen gov debt,2029,31.234,% GDP,IMF (WEO)
COD,Gen gov debt,2030,32.743,% GDP,IMF (WEO)
COD,Gen gov debt,2031,33.496,% GDP,IMF (WEO)
COG,GDP growth,2027,3.245,%,IMF (WEO)
COG,GDP growth,2028,3.74,%,IMF (WEO)
COG,GDP growth,2029,3.689,%,IMF (WEO)
COG,GDP growth,2030,3.583,%,IMF (WEO)
COG,GDP growth,2031,3.578,%,IMF (WEO)
COG,Inflation,2027,3.0,%,IMF (WEO)
COG,Inflation,2028,3.0,%,IMF (WEO)
COG,Inflation,2029,3.0,%,IMF (WEO)
COG,Inflation,2030,3.0,%,IMF (WEO)
COG,Inflation,2031,3.0,%,IMF (WEO)
COG,Fiscal balance,2027,2.938,% GDP,IMF (WEO)
COG,Fiscal balance,2028,3.894,% GDP,IMF (WEO)
COG,Fiscal balance,2029,4.454,% GDP,IMF (WEO)
COG,Fiscal balance,2030,4.713,% GDP,IMF (WEO)
COG,Fiscal balance,2031,4.648,% GDP,IMF (WEO)
COG,Fiscal balance,2027,6.388,% GDP,IMF (WEO)
COG,Fiscal balance,2028,6.931,% GDP,IMF (WEO)
COG,Fiscal balance,2029,7.114,% GDP,IMF (WEO)
COG,Fiscal balance,2030,7.117,% GDP,IMF (WEO)
COG,Fiscal balance,2031,6.707,% GDP,IMF (WEO)
COG,Gen gov debt,2027,85.836,% GDP,IMF (WEO)
COG,Gen gov debt,2028,79.12,% GDP,IMF (WEO)
COG,Gen gov debt,2029,72.314,% GDP,IMF (WEO)
COG,Gen gov debt,2030,66.106,% GDP,IMF (WEO)
COG,Gen gov debt,2031,60.438,% GDP,IMF (WEO)
CIV,GDP growth,2027,6.3,%,IMF (WEO)
CIV,GDP growth,2028,6.6,%,IMF (WEO)
CIV,GDP growth,2029,7.0,%,IMF (WEO)
CIV,GDP growth,2030,6.8,%,IMF (WEO)
CIV,GDP growth,2031,6.5,%,IMF (WEO)
CIV,Inflation,2027,2.0,%,IMF (WEO)
CIV,Inflation,2028,2.0,%,IMF (WEO)
CIV,Inflation,2029,2.0,%,IMF (WEO)
CIV,Inflation,2030,2.0,%,IMF (WEO)
CIV,Inflation,2031,2.0,%,IMF (WEO)
CIV,Fiscal balance,2027,-3.046,% GDP,IMF (WEO)
CIV,Fiscal balance,2028,-2.989,% GDP,IMF (WEO)
CIV,Fiscal balance,2029,-3.048,% GDP,IMF (WEO)
CIV,Fiscal balance,2030,-3.002,% GDP,IMF (WEO)
CIV,Fiscal balance,2031,-2.998,% GDP,IMF (WEO)
CIV,Fiscal balance,2027,-0.52,% GDP,IMF (WEO)
CIV,Fiscal balance,2028,-0.507,% GDP,IMF (WEO)
CIV,Fiscal balance,2029,-0.648,% GDP,IMF (WEO)
CIV,Fiscal balance,2030,-0.672,% GDP,IMF (WEO)
CIV,Fiscal balance,2031,-0.739,% GDP,IMF (WEO)
CIV,Gen gov debt,2027,53.967,% GDP,IMF (WEO)
CIV,Gen gov debt,2028,52.298,% GDP,IMF (WEO)
CIV,Gen gov debt,2029,51.162,% GDP,IMF (WEO)
CIV,Gen gov debt,2030,49.788,% GDP,IMF (WEO)
CIV,Gen gov debt,2031,48.572,% GDP,IMF (WEO)
GNQ,GDP growth,2027,-1.338,%,IMF (WEO)
GNQ,GDP growth,2028,1.105,%,IMF (WEO)
GNQ,GDP growth,2029,2.095,%,IMF (WEO)
GNQ,GDP growth,2030,2.393,%,IMF (WEO)
GNQ,GDP growth,2031,2.538,%,IMF (WEO)
GNQ,Inflation,2027,2.875,%,IMF (WEO)
GNQ,Inflation,2028,2.576,%,IMF (WEO)
GNQ,Inflation,2029,2.5,%,IMF (WEO)
GNQ,Inflation,2030,2.5,%,IMF (WEO)
GNQ,Inflation,2031,2.5,%,IMF (WEO)
GNQ,Fiscal balance,2027,-3.661,% GDP,IMF (WEO)
GNQ,Fiscal balance,2028,-3.907,% GDP,IMF (WEO)
GNQ,Fiscal balance,2029,-3.55,% GDP,IMF (WEO)
GNQ,Fiscal balance,2030,-2.52,% GDP,IMF (WEO)
GNQ,Fiscal balance,2031,-2.234,% GDP,IMF (WEO)
GNQ,Fiscal balance,2027,-2.198,% GDP,IMF (WEO)
GNQ,Fiscal balance,2028,-2.219,% GDP,IMF (WEO)
GNQ,Fiscal balance,2029,-1.705,% GDP,IMF (WEO)
GNQ,Fiscal balance,2030,-0.568,% GDP,IMF (WEO)
GNQ,Fiscal balance,2031,-0.23,% GDP,IMF (WEO)
GNQ,Gen gov debt,2027,42.297,% GDP,IMF (WEO)
GNQ,Gen gov debt,2028,44.676,% GDP,IMF (WEO)
GNQ,Gen gov debt,2029,45.412,% GDP,IMF (WEO)
GNQ,Gen gov debt,2030,44.578,% GDP,IMF (WEO)
GNQ,Gen gov debt,2031,44.694,% GDP,IMF (WEO)
SWZ,GDP growth,2027,3.458,%,IMF (WEO)
SWZ,GDP growth,2028,2.919,%,IMF (WEO)
SWZ,GDP growth,2029,2.886,%,IMF (WEO)
SWZ,GDP growth,2030,2.781,%,IMF (WEO)
SWZ,GDP growth,2031,2.731,%,IMF (WEO)
SWZ,Inflation,2027,3.8,%,IMF (WEO)
SWZ,Inflation,2028,3.4,%,IMF (WEO)
SWZ,Inflation,2029,3.2,%,IMF (WEO)
SWZ,Inflation,2030,3.0,%,IMF (WEO)
SWZ,Inflation,2031,3.0,%,IMF (WEO)
SWZ,Fiscal balance,2027,-5.067,% GDP,IMF (WEO)
SWZ,Fiscal balance,2028,-4.118,% GDP,IMF (WEO)
SWZ,Fiscal balance,2029,-3.52,% GDP,IMF (WEO)
SWZ,Fiscal balance,2030,-3.111,% GDP,IMF (WEO)
SWZ,Fiscal balance,2031,-2.659,% GDP,IMF (WEO)
SWZ,Fiscal balance,2027,-1.143,% GDP,IMF (WEO)
SWZ,Fiscal balance,2028,-0.111,% GDP,IMF (WEO)
SWZ,Fiscal balance,2029,0.352,% GDP,IMF (WEO)
SWZ,Fiscal balance,2030,0.847,% GDP,IMF (WEO)
SWZ,Fiscal balance,2031,1.327,% GDP,IMF (WEO)
SWZ,Gen gov debt,2027,52.725,% GDP,IMF (WEO)
SWZ,Gen gov debt,2028,54.004,% GDP,IMF (WEO)
SWZ,Gen gov debt,2029,55.688,% GDP,IMF (WEO)
SWZ,Gen gov debt,2030,55.886,% GDP,IMF (WEO)
SWZ,Gen gov debt,2031,55.626,% GDP,IMF (WEO)
ETH,GDP growth,2027,7.913,%,IMF (WEO)
ETH,GDP growth,2028,8.233,%,IMF (WEO)
ETH,GDP growth,2029,8.463,%,IMF (WEO)
ETH,GDP growth,2030,7.998,%,IMF (WEO)
ETH,GDP growth,2031,7.675,%,IMF (WEO)
ETH,Inflation,2027,10.704,%,IMF (WEO)
ETH,Inflation,2028,8.255,%,IMF (WEO)
ETH,Inflation,2029,7.462,%,IMF (WEO)
ETH,Inflation,2030,7.462,%,IMF (WEO)
ETH,Inflation,2031,7.462,%,IMF (WEO)
ETH,Fiscal balance,2027,-1.026,% GDP,IMF (WEO)
ETH,Fiscal balance,2028,-1.687,% GDP,IMF (WEO)
ETH,Fiscal balance,2029,-1.492,% GDP,IMF (WEO)
ETH,Fiscal balance,2030,-1.486,% GDP,IMF (WEO)
ETH,Fiscal balance,2031,-1.525,% GDP,IMF (WEO)
ETH,Fiscal balance,2027,0.096,% GDP,IMF (WEO)
